survey_date,survey_file,survey_path,event_date,event_id,days_before,event_volume,event_alongshore_start,event_alongshore_end
2024-01-19,20240119_00494_00684_1050_NoWaves_LJShores_Cardiff_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20240119_00494_00684_1050_NoWaves_LJShores_Cardiff_beach_cliff_ground_cropped_nobeach_noveg.las,2024-01-29,515,10,8.844087091268856,967.8710497650318,975.6066358601674
2020-02-25,20200225_00568_00636_1400_NoWaves_TorreyDelMarIntensive_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20200225_00568_00636_1400_NoWaves_TorreyDelMarIntensive_beach_cliff_ground_cropped_nobeach_noveg.las,2020-03-04,516,8,8.832742815761119,1337.6525257723406,1343.7495346716605
2019-01-07,20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,2019-01-19,517,12,8.831686948146153,994.3960319864564,1014.830137989018
2021-10-27,20211027_00567_00708_2031_NoWaves_BathtubToSwamis_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20211027_00567_00708_2031_NoWaves_BathtubToSwamis_beach_cliff_ground_cropped_nobeach_noveg.las,2021-11-03,518,7,8.81780330397181,44.038594908080995,45.756876861676574
2018-12-10,20181210_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20181210_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2018-12-18,519,8,8.805672815835631,0.0,9.6588625786826
2024-01-10,20240110_00567_00636_1419_NoWaves_TorreyDelMar_miniRanger_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20240110_00567_00636_1419_NoWaves_TorreyDelMar_miniRanger_beach_cliff_ground_cropped_nobeach_noveg.las,2024-01-19,520,9,8.80450993253918,1849.7461660639383,1853.5328687075528
2019-01-07,20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,2019-01-14,521,7,8.795569676924963,158.8221090408042,168.15502695087343
2025-07-01,20250701_00590_00636_1021_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20250701_00590_00636_1021_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,2025-07-11,522,10,8.783701852492968,1318.756301278714,1323.0486277448945
2017-03-01,20170301_00590_00612_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20170301_00590_00612_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2017-03-29,523,28,8.782886202886239,913.0661759022624,930.3796351230704
2019-01-07,20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,2019-01-14,524,7,8.782407606680906,344.352249160409,349.827364211902
2019-01-07,20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,2019-01-14,525,7,8.782383382500857,608.2400950216688,615.2768534272909
2024-03-25,20240325_00567_00666_1408_NoWaves_Torrey_Solana_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20240325_00567_00666_1408_NoWaves_Torrey_Solana_beach_cliff_ground_cropped_nobeach_noveg.las,2024-04-04,526,10,8.73639957208199,1586.0905192284845,1594.5839925226755
2017-03-01,20170301_00590_00612_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20170301_00590_00612_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2017-03-29,527,28,8.723543462431012,1007.5714218299836,1037.5715672667138
2024-11-12,20241112_00589_00637_1216_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20241112_00589_00637_1216_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,2024-11-19,528,7,8.721817719578878,31.591055813245475,38.15862116403878
2022-12-20,20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,2023-01-04,529,15,8.717743273821592,120.2319251447916,127.5896036438644
2019-12-15,20191215_00568_00636_1626_NoWaves_TorreyDelMarIntensive_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20191215_00568_00636_1626_NoWaves_TorreyDelMarIntensive_beach_cliff_ground_cropped_nobeach_noveg.las,2019-12-22,530,7,8.715831710044014,1211.916601204779,1216.6838696817867
2022-12-20,20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,2023-01-04,531,15,8.7137781128462,343.3716181325726,349.9004465281032
2022-12-20,20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,2023-01-09,532,20,8.67586359144645,372.1783795030787,378.3303907974623
2022-12-20,20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,2023-01-04,533,15,8.668979447438613,1049.9050267571583,1063.4786352524534
2022-08-02,20220802_00567_00769_0528_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20220802_00567_00769_0528_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,2022-08-10,534,8,8.646106608673652,1581.2559969308786,1583.5413649627008
2017-03-01,20170301_00590_00612_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20170301_00590_00612_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2017-03-29,535,28,8.62410295801968,1371.2513927118853,1375.8834600411355
2025-09-23,20250923_00589_00638_1615_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20250923_00589_00638_1615_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,2025-09-30,536,7,8.620071441189062,1346.4911627746187,1347.4459985122085
2019-01-07,20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,2019-01-14,537,7,8.610853006130023,147.76184294512495,156.67800838779658
2022-12-20,20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,2023-01-04,538,15,8.60339968588158,1544.129178579431,1547.788292663172
2018-12-10,20181210_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20181210_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2018-12-18,539,8,8.601767528089589,1514.3881785431877,1522.4401675350964
2020-09-18,20200918_00519_00636_NoWaves_Blacks_Torrey_Delmar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20200918_00519_00636_NoWaves_Blacks_Torrey_Delmar_beach_cliff_ground_cropped_nobeach_noveg.las,2020-10-20,540,32,8.600482726641392,1501.5393071812578,1513.551620805636
2019-01-23,20190123_00590_00636_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190123_00590_00636_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-01-30,541,7,8.589049526928411,362.3887871480547,369.85906490590423
2019-01-07,20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,2019-01-14,542,7,8.588495375812139,121.19732103170828,130.72873302642256
2022-12-20,20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,2023-01-04,543,15,8.582039846473583,2039.3492596163417,2050.0741468737833
2018-12-10,20181210_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20181210_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2018-12-18,544,8,8.579100380210413,588.4912425410002,595.508274349384
2023-12-13,20231213_00519_00667_1400_NoWaves_Blacks_Solana_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20231213_00519_00667_1400_NoWaves_Blacks_Solana_beach_cliff_ground_cropped_nobeach_noveg.las,2023-12-21,545,8,8.571638535503672,2151.9099847008474,2157.939762664959
2018-02-16,20180216_00590_00622_NoWaves_Delmar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20180216_00590_00622_NoWaves_Delmar_beach_cliff_ground_cropped_nobeach_noveg.las,2018-02-23,546,7,8.569300258194994,1625.5104881906882,1651.92815975938
2018-11-14,20181114_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20181114_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2018-11-21,547,7,8.559526138843735,1515.738846169319,1527.5247752773575
2023-12-28,20231228_00567_00769_1442_NoWaves_Torrey_Encinitas_miniRanger_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20231228_00567_00769_1442_NoWaves_Torrey_Encinitas_miniRanger_beach_cliff_ground_cropped_nobeach_noveg.las,2024-01-10,548,13,8.556746245533697,1439.1880534607917,1448.2460710373707
2017-12-21,20171221_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20171221_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2018-01-05,549,15,8.539275766882003,907.629049445968,918.621589126531
2019-01-07,20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,2019-01-19,550,12,8.51449498263471,878.2004938451573,889.3362594139762
2021-10-27,20211027_00567_00708_2031_NoWaves_BathtubToSwamis_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20211027_00567_00708_2031_NoWaves_BathtubToSwamis_beach_cliff_ground_cropped_nobeach_noveg.las,2021-11-03,551,7,8.48128344780574,1350.0839195535518,1351.2497549843974
2018-12-10,20181210_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20181210_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2018-12-18,552,8,8.471827002511835,912.3669289303944,920.8290654430166
2018-12-26,20181226_00568_00622_NoWaves_TorreyDelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20181226_00568_00622_NoWaves_TorreyDelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-01-02,553,7,8.439291168988648,1432.1620297129266,1437.195068902336
2020-06-24,20200624_00518_00639_0602_NoWaves_BlacksTorreyDelMar_miniRanger_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20200624_00518_00639_0602_NoWaves_BlacksTorreyDelMar_miniRanger_beach_cliff_ground_cropped_nobeach_noveg.las,2020-07-02,554,8,8.430022568412443,957.8415424241684,967.390044579748
2018-12-10,20181210_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20181210_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2018-12-18,555,8,8.419849455351303,2110.590026648715,2120.077622826211
2020-03-19,20200319_00568_00636_NoWaves_TorreyDelmar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20200319_00568_00636_NoWaves_TorreyDelmar_beach_cliff_ground_cropped_nobeach_noveg.las,2020-04-08,556,20,8.416729135652776,18.978075502440333,26.945930268615484
2024-01-19,20240119_00494_00684_1050_NoWaves_LJShores_Cardiff_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20240119_00494_00684_1050_NoWaves_LJShores_Cardiff_beach_cliff_ground_cropped_nobeach_noveg.las,2024-01-29,557,10,8.413877060418898,825.3525774390437,831.1005875989795
2019-12-15,20191215_00568_00636_1626_NoWaves_TorreyDelMarIntensive_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20191215_00568_00636_1626_NoWaves_TorreyDelMarIntensive_beach_cliff_ground_cropped_nobeach_noveg.las,2019-12-22,558,7,8.409551971056896,2041.4287407179363,2050.0741468737833
2024-01-19,20240119_00494_00684_1050_NoWaves_LJShores_Cardiff_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20240119_00494_00684_1050_NoWaves_LJShores_Cardiff_beach_cliff_ground_cropped_nobeach_noveg.las,2024-01-29,559,10,8.403186653791382,249.4905151934363,255.60262535512447
2023-12-21,20231221_00581_00684_1033_NoWaves_DelMar_Cardiff_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20231221_00581_00684_1033_NoWaves_DelMar_Cardiff_beach_cliff_ground_cropped_nobeach_noveg.las,2023-12-28,560,7,8.383033914474309,392.71058654319495,399.13863239623606
2020-01-14,20200114_00568_00636_NoWaves_TorreyDelmar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20200114_00568_00636_NoWaves_TorreyDelmar_beach_cliff_ground_cropped_nobeach_noveg.las,2020-01-27,561,13,8.362534064121586,1582.5278806397691,1584.0508400052786
2022-12-20,20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,2023-01-04,562,15,8.31966529927597,1930.0809193179011,1939.6417374513112
2020-11-18,20201118_00519_00636_NoWaves_Blacks_Torrey_Delmar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20201118_00519_00636_NoWaves_Blacks_Torrey_Delmar_beach_cliff_ground_cropped_nobeach_noveg.las,2020-12-17,563,29,8.311194563465447,171.10774748725817,182.87863023160023
2020-03-19,20200319_00568_00636_NoWaves_TorreyDelmar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20200319_00568_00636_NoWaves_TorreyDelmar_beach_cliff_ground_cropped_nobeach_noveg.las,2020-04-08,564,20,8.30991374827473,1248.758439518977,1253.8226590771228
2019-12-15,20191215_00568_00636_1626_NoWaves_TorreyDelMarIntensive_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20191215_00568_00636_1626_NoWaves_TorreyDelMarIntensive_beach_cliff_ground_cropped_nobeach_noveg.las,2019-12-22,565,7,8.297449825032404,1094.407703815028,1106.0088884388097
2019-11-22,20191122_00567_00636_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20191122_00567_00636_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-12-02,566,10,8.290699496621698,170.37172584002838,176.74740614928305
2023-12-28,20231228_00567_00769_1442_NoWaves_Torrey_Encinitas_miniRanger_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20231228_00567_00769_1442_NoWaves_Torrey_Encinitas_miniRanger_beach_cliff_ground_cropped_nobeach_noveg.las,2024-01-10,567,13,8.288565928966197,1038.284515271429,1049.9098249250092
2020-11-18,20201118_00519_00636_NoWaves_Blacks_Torrey_Delmar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20201118_00519_00636_NoWaves_Blacks_Torrey_Delmar_beach_cliff_ground_cropped_nobeach_noveg.las,2020-12-17,568,29,8.279875826340392,352.11870688572526,360.1867898600176
2025-10-27,20251027_00590_00636_1857_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20251027_00590_00636_1857_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,2025-11-05,569,9,8.25013307144043,1213.2666767071933,1225.6418432178907
2019-06-24,20190624_00568_00636_NoWaves_TorreyDelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190624_00568_00636_NoWaves_TorreyDelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-07-02,570,8,8.249816991886062,1113.959967541974,1136.1596900606528
2022-12-20,20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,2023-01-04,571,15,8.249238309954553,1822.819585377816,1828.6519200159237
2025-10-27,20251027_00590_00636_1857_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20251027_00590_00636_1857_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,2025-11-05,572,9,8.247310555838915,1477.1062224046327,1505.6279012872835
2020-11-18,20201118_00519_00636_NoWaves_Blacks_Torrey_Delmar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20201118_00519_00636_NoWaves_Blacks_Torrey_Delmar_beach_cliff_ground_cropped_nobeach_noveg.las,2020-12-17,573,29,8.22754932833307,827.2525616525672,832.1871023252606
2023-12-28,20231228_00567_00769_1442_NoWaves_Torrey_Encinitas_miniRanger_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20231228_00567_00769_1442_NoWaves_Torrey_Encinitas_miniRanger_beach_cliff_ground_cropped_nobeach_noveg.las,2024-01-10,574,13,8.199309576482866,1346.2805324448273,1347.4459985122085
2022-12-20,20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,2023-01-09,575,20,8.195488043430702,1386.5421435213648,1391.3341870051809
2017-03-01,20170301_00590_00612_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20170301_00590_00612_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2017-03-29,576,28,8.179172046271237,1190.0521455951966,1196.1239977777004
2019-01-07,20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,2019-01-14,577,7,8.165689296944954,1384.3663846123964,1389.734551506117
2023-09-18,20230918_00567_00768_1636_NoWaves_Torrey_Encinitas_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20230918_00567_00768_1636_NoWaves_Torrey_Encinitas_beach_cliff_ground_cropped_nobeach_noveg.las,2023-09-29,578,11,8.151527963942097,1321.1483450350352,1322.575347563252
2019-01-07,20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,2019-01-14,579,7,8.147990743038564,1234.0105811129324,1241.7617937689647
2017-03-01,20170301_00590_00612_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20170301_00590_00612_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2017-03-29,580,28,8.139273901824147,1623.9618444368243,1650.1644707340747
2023-12-13,20231213_00519_00667_1400_NoWaves_Blacks_Solana_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20231213_00519_00667_1400_NoWaves_Blacks_Solana_beach_cliff_ground_cropped_nobeach_noveg.las,2023-12-21,581,8,8.083435265671879,592.8207523766905,605.3810255955905
2019-09-16,20190916_00568_00636_NoWaves_TorreyDelmar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190916_00568_00636_NoWaves_TorreyDelmar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-09-24,582,8,8.067041383174027,1345.5711911325343,1346.2893934929743
2023-12-21,20231221_00581_00684_1033_NoWaves_DelMar_Cardiff_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20231221_00581_00684_1033_NoWaves_DelMar_Cardiff_beach_cliff_ground_cropped_nobeach_noveg.las,2023-12-28,583,7,8.063681090775415,774.1603612503968,785.3432425139472
2022-12-20,20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,2023-01-04,584,15,8.061972948783216,804.5778677859344,811.8774189660326
2024-01-29,20240129_00589_00637_1530_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20240129_00589_00637_1530_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2024-02-08,585,10,8.060764744805608,1394.818864909932,1399.1198222241364
2017-04-11,20170411_00588_00621_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20170411_00588_00621_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2017-04-20,586,9,8.059109712028402,843.1009460971691,849.31494331453
2022-12-20,20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,2023-01-04,587,15,8.040523203937363,23.994379899464548,30.34108656598255
